Area,Crime_Type,Number_of_Crimes,Latitude,Longitude
Malleshwaram,Burglary,6,13.0016194779082,77.56638429258678
Koramangala,Burglary,7,12.93330951245193,77.6230019434544
KR Puram,Molestation,5,13.008114226005743,77.69841502118273
Vijayanagar,Cyber Crime,10,12.971533657303825,77.5565766082492
BTM Layout,Theft,2,12.920589968443528,77.60958913420288
MG Road,Burglary,9,12.976877708027281,77.60871991268327
Malleshwaram,Theft,3,13.000571828868749,77.565226289099
BTM Layout,Molestation,3,12.91444376691719,77.606249166664
Marathahalli,Chain Snatching,6,12.959417284424868,77.70371248144397
Frazer Town,Pickpocket,1,13.000543996117573,77.62244993190976
HSR Layout,Assault,3,12.914914310795178,77.6370459276062
Koramangala,Eve-Teasing,1,12.93569588295352,77.62775982858702
KR Puram,Pickpocket,2,13.007229479947696,77.69351107498845
Jayanagar,Burglary,3,12.922541900039466,77.59347699549532
Jayanagar,Assault,10,12.926290079399251,77.59492640739927
Indiranagar,Murder,10,12.97526514077524,77.6372366971157
Electronic City,Pickpocket,8,12.840924351750669,77.66340777348881
Frazer Town,Theft,5,12.996829904934089,77.62504605992194
Banashankari,Murder,9,12.910103129155317,77.56932911230423
Marathahalli,Kidnapping,9,12.959647407454991,77.69876424249136
Hebbal,Molestation,8,13.034703842641784,77.58891214099943
Jayanagar,Theft,6,12.927087207456808,77.59822580404528
Hebbal,Chain Snatching,2,13.03250878939187,77.59538935731732
Marathahalli,Chain Snatching,5,12.955045997222738,77.7052830785719
KR Puram,Murder,3,13.009776552141505,77.69974871034266
Banashankari,Murder,2,12.910928450144885,77.5739379365817
Whitefield,Pickpocket,4,12.967635763252357,77.75141924076352
Electronic City,Chain Snatching,6,12.849834725557399,77.66303773036124
Yeshwanthpur,Eve-Teasing,6,13.013374186129218,77.55638062390454
Marathahalli,Assault,10,12.95670923864881,77.70432868222557
Jayanagar,Cyber Crime,3,12.92892689123068,77.58891088968456
Malleshwaram,Theft,1,13.005893919279647,77.57162813576582
Indiranagar,Chain Snatching,9,12.970624329452729,77.64032085032059
Banashankari,Molestation,4,12.916499537828582,77.57845110604667
Electronic City,Murder,6,12.848034405199817,77.66472813462435
Marathahalli,Chain Snatching,2,12.955058784769408,77.70259611107309
Jayanagar,Murder,4,12.928494924100992,77.59695292297708
Rajajinagar,Molestation,6,12.993161083629989,77.5528074284314
Jayanagar,Molestation,1,12.927933328692175,77.59852016663089
BTM Layout,Theft,3,12.913027151350748,77.61334669688182
Yeshwanthpur,Murder,5,13.012907137085211,77.55640865303528
Koramangala,Molestation,3,12.935205070597378,77.62738447101414
Koramangala,Molestation,7,12.93680530610427,77.62417593498219
Malleshwaram,Molestation,10,13.00364742995177,77.57081136726381
Basavanagudi,Assault,7,12.93920402018327,77.57092286016379
Jayanagar,Pickpocket,7,12.92374388298014,77.59149509496106
Frazer Town,Pickpocket,7,12.998940445096629,77.62349318649508
Electronic City,Burglary,2,12.846371823578709,77.65595697340974
HSR Layout,Burglary,8,12.912969475162713,77.64001505902763
Indiranagar,Eve-Teasing,2,12.972922268389349,77.64473632337715
Hebbal,Burglary,1,13.031268688784944,77.58994911593565
BTM Layout,Kidnapping,5,12.917709317646187,77.60670921327232
Ulsoor,Eve-Teasing,3,12.97829791247081,77.63227496534572
Koramangala,Assault,4,12.93264176184636,77.62599727935701
Vijayanagar,Kidnapping,5,12.973569477803785,77.55537540568129
Ulsoor,Chain Snatching,6,12.984051376386269,77.62473717661925
KR Puram,Burglary,3,13.010044012343185,77.69679993671491
BTM Layout,Pickpocket,1,12.919866118892529,77.61312794613303
Hebbal,Eve-Teasing,1,13.032636808590008,77.58656140965648
MG Road,Eve-Teasing,8,12.97783038299978,77.60633645603396
Rajajinagar,Murder,9,12.992100043045573,77.55872547784199
Basavanagudi,Murder,1,12.943369741577085,77.57742971327431
KR Puram,Cyber Crime,1,13.012411390230678,77.69575473612814
Banashankari,Theft,4,12.909744711083626,77.57171154830839
Marathahalli,Pickpocket,10,12.954021024086549,77.69826432271067
HSR Layout,Burglary,9,12.906910640307851,77.64007820092614
Jayanagar,Pickpocket,5,12.928874618036488,77.58894648769935
Frazer Town,Eve-Teasing,4,12.99437848838532,77.62480345901034
Hebbal,Assault,2,13.034933171659796,77.5902671646356
Indiranagar,Pickpocket,2,12.971748524178315,77.63812396044037
HSR Layout,Assault,9,12.915512924295935,77.64324004765831
Electronic City,Molestation,1,12.846469516563802,77.65605130121776
Indiranagar,Kidnapping,10,12.968674394057416,77.64133875682221
KR Puram,Pickpocket,1,13.008102652838652,77.69241471887068
Ulsoor,Chain Snatching,3,12.979348688967226,77.62716695930649
Bellandur,Chain Snatching,2,12.925033537671112,77.68532147994874
Indiranagar,Theft,9,12.969102501699208,77.64223668356237
Whitefield,Pickpocket,1,12.966529761005471,77.75257698113296
Rajajinagar,Murder,1,12.993727213512372,77.55619374337442
Banashankari,Burglary,9,12.908762827739917,77.57677649032264
BTM Layout,Cyber Crime,10,12.919133863906803,77.6139941844568
Yeshwanthpur,Burglary,2,13.022032685985032,77.55923741707518
BTM Layout,Pickpocket,2,12.912775719511165,77.6072843977141
Koramangala,Theft,9,12.937096604828092,77.62331002419745
KR Puram,Pickpocket,7,13.01463711109564,77.69325811373875
HSR Layout,Kidnapping,10,12.907706954610141,77.64107608015418
HSR Layout,Molestation,5,12.914806597524203,77.64277159867368
Marathahalli,Theft,2,12.958355518160978,77.70408103166092
Whitefield,Cyber Crime,3,12.970249732429826,77.75377465699964
Frazer Town,Chain Snatching,5,13.000241783985858,77.62882643585137
Malleshwaram,Chain Snatching,2,13.005153845646614,77.57423662493088
Marathahalli,Molestation,8,12.956796508762485,77.70343321197745
Rajajinagar,Burglary,1,12.991865175783763,77.5575958757306
Ulsoor,Murder,8,12.985466730989403,77.6308847945112
BTM Layout,Eve-Teasing,7,12.915040840139671,77.61391296309205
HSR Layout,Theft,7,12.908439456929527,77.64593050331882
Basavanagudi,Eve-Teasing,7,12.94089627811428,77.57542255526191
Banashankari,Molestation,2,12.90920623035671,77.57366689553963
Koramangala,Murder,9,12.937014100401072,77.62421428012037
HSR Layout,Theft,4,12.909805985242011,77.63722261460343
Ulsoor,Eve-Teasing,2,12.984486251061085,77.63069732384656
Rajajinagar,Theft,8,12.986439803685487,77.55754741244236
Yeshwanthpur,Cyber Crime,5,13.018816373800055,77.56000452848865
Basavanagudi,Burglary,9,12.939573069782899,77.57420277364244
KR Puram,Cyber Crime,6,13.011553082377825,77.69536512908917
Yeshwanthpur,Theft,10,13.015231894752084,77.5551220060783
Marathahalli,Eve-Teasing,7,12.95737988408063,77.6980592210455
KR Puram,Molestation,3,13.007601184937137,77.6952258945084
Basavanagudi,Kidnapping,10,12.942959388158567,77.57781316777545
Whitefield,Pickpocket,3,12.967116456103064,77.75197303519154
Jayanagar,Burglary,6,12.922230877427843,77.59577670346809
KR Puram,Assault,9,13.011641616255087,77.69242310553982
Jayanagar,Molestation,6,12.921756867267298,77.59054582144135
Banashankari,Cyber Crime,3,12.910593712160798,77.57026107211041
HSR Layout,Chain Snatching,1,12.913629277691285,77.64343355611886
BTM Layout,Murder,6,12.919007419177072,77.6082576851363
Frazer Town,Molestation,4,13.001069740837739,77.62677438679013
Frazer Town,Chain Snatching,9,12.995894638541596,77.62375835463001
Electronic City,Theft,9,12.841624031961137,77.66160272679335
Basavanagudi,Murder,7,12.938081421878428,77.57830930396018
Jayanagar,Pickpocket,4,12.925662000204442,77.59151131635289
Electronic City,Cyber Crime,9,12.84433877940569,77.66258238034764
MG Road,Pickpocket,3,12.979167262104173,77.60146700245227
Malleshwaram,Molestation,3,13.006284753314434,77.5668301780998
Rajajinagar,Eve-Teasing,5,12.99200625174656,77.5561638679213
Whitefield,Eve-Teasing,1,12.968030092512397,77.75337145214345
HSR Layout,Cyber Crime,8,12.90672579262567,77.63700208310334
Electronic City,Cyber Crime,3,12.84302013148433,77.65868721776887
MG Road,Pickpocket,3,12.971826591983735,77.60477750019152
Electronic City,Eve-Teasing,10,12.848940791347783,77.65620811764717
Jayanagar,Chain Snatching,1,12.924113046413924,77.59310872316553
HSR Layout,Kidnapping,3,12.908218488369393,77.63714125588918
KR Puram,Assault,4,13.013525313692293,77.70000562087255
Whitefield,Murder,5,12.97285968441476,77.74706727878453
Ulsoor,Theft,6,12.981921917385204,77.62506492130207
Vijayanagar,Theft,2,12.97038382978568,77.5553911795602
Malleshwaram,Cyber Crime,9,13.002551744397708,77.57221730009931
Ulsoor,Assault,5,12.982061844928582,77.62899078607023
Indiranagar,Molestation,7,12.969753770741002,77.64231553016836
Bellandur,Eve-Teasing,9,12.92060085960383,77.68846176335273
HSR Layout,Cyber Crime,7,12.91107674708024,77.63880847159656
KR Puram,Murder,9,13.011771661520346,77.69062457803392
Vijayanagar,Murder,3,12.971534699293127,77.55557908736746
Koramangala,Assault,7,12.936491504178573,77.62930836118323
Whitefield,Theft,8,12.971642235021788,77.75024635245391
Jayanagar,Molestation,8,12.928186608206852,77.58896346760714
Hebbal,Cyber Crime,9,13.0386714909465,77.59502820100502
Hebbal,Eve-Teasing,8,13.031368951454379,77.593491702068
HSR Layout,Kidnapping,1,12.911107938066225,77.64493726840956
Jayanagar,Kidnapping,9,12.925968679891248,77.59278259738183
Frazer Town,Pickpocket,4,12.998207367590528,77.62877526374496
Yeshwanthpur,Cyber Crime,8,13.019952563289733,77.55749113379295
BTM Layout,Pickpocket,5,12.919288862376163,77.61479517794201
Banashankari,Pickpocket,1,12.916893689357629,77.5765878560445
KR Puram,Theft,7,13.010694735844654,77.69548236116381
Malleshwaram,Eve-Teasing,6,13.000008919685778,77.57200143197917
Basavanagudi,Pickpocket,9,12.945839139422995,77.5725115136664
Jayanagar,Assault,1,12.921377642989762,77.59749551380654
KR Puram,Assault,1,13.009722379639815,77.69690607237042
Malleshwaram,Burglary,7,12.999814552671372,77.56857418201201
Malleshwaram,Assault,2,13.00535594215567,77.57231126194932
Yeshwanthpur,Pickpocket,7,13.020450958651567,77.55580317712193
Hebbal,Cyber Crime,3,13.03672956935846,77.59258524074771
Electronic City,Pickpocket,10,12.844166374569863,77.6596110641551
Bellandur,Burglary,9,12.926796477724208,77.68700043061293
Koramangala,Theft,8,12.935492114495885,77.62881607454817
Vijayanagar,Murder,4,12.973774775713766,77.56111009697133
Jayanagar,Kidnapping,1,12.92446119541224,77.59813922805762
Hebbal,Kidnapping,3,13.03995202705161,77.58818346152324
KR Puram,Kidnapping,2,13.01242975488076,77.69769586871702
Basavanagudi,Eve-Teasing,2,12.93778032982068,77.5750966811031
Ulsoor,Murder,7,12.980574330549544,77.62457981648582
Indiranagar,Murder,10,12.971876480773814,77.64324953928818
Rajajinagar,Cyber Crime,5,12.99431585459982,77.55934635646399
Jayanagar,Molestation,4,12.928970633150836,77.59822356016505
KR Puram,Assault,4,13.005922698392139,77.69889989199115
HSR Layout,Cyber Crime,4,12.908045051227,77.63844214025883
Frazer Town,Murder,6,13.00267577514167,77.62537888277083
Marathahalli,Chain Snatching,9,12.960541951167912,77.7038965749852
Hebbal,Theft,9,13.03628250720613,77.59023896207297
Koramangala,Eve-Teasing,4,12.940180061582012,77.62868087786048
Banashankari,Pickpocket,2,12.913685920215023,77.57583603216818
Electronic City,Cyber Crime,4,12.849175719019076,77.65747342422017
BTM Layout,Chain Snatching,5,12.921305478810664,77.60532325080831
Rajajinagar,Molestation,1,12.98996520014058,77.55400566860592
Bellandur,Assault,8,12.927332281587162,77.67924161025087
HSR Layout,Cyber Crime,2,12.911106034037127,77.64310544471232
Ulsoor,Cyber Crime,10,12.978015462967177,77.62484832152109
Malleshwaram,Pickpocket,1,12.999790421265674,77.57183252099966
Hebbal,Burglary,4,13.039213737791135,77.5890750332982
BTM Layout,Chain Snatching,2,12.915534383435919,77.61440441609852
KR Puram,Theft,2,13.01504725549885,77.69902907164995
BTM Layout,Chain Snatching,8,12.919684335589576,77.61290605797547
Marathahalli,Chain Snatching,7,12.95782668503199,77.70575047025007
Indiranagar,Chain Snatching,3,12.968444033911574,77.64083256412444
Bellandur,Cyber Crime,1,12.921264971225092,77.68566466236146
Ulsoor,Chain Snatching,6,12.982122646836872,77.62391508910754
MG Road,Theft,7,12.971260234354578,77.60143014364533
